,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
#NAME?,eyx42e79U0UEIqWabS1GEA,I at least have a little more love for this hotel than the other 2 reviewers. It's not the best place to stay but it's more than adequate. +In general the staff is friendly and helpful. He could have been more articulate but a guy from Guest Services did a nice job telling my wife and I about grocery stores in the area (I ended up buying the items we needed at the gift shop). +Great location. The hotel is just a few blocks from Disneyland and California Adventure Park (our room was facing one of the big parking lots). A lot of stores and restaurants are also in the area (if you need to catch a bus there's a bus stop right outside the parking lot). +The prices at Tivoli Gardens Café are reasonable the menu is somewhat diverse and the staff is friendly (see my review if you want more i,3,13,10/15/2010,eyx42e79U0UEIqWabS1GEA,39,278,0
#NAME?,R7tJWLrePC5FVgRJ33y6rQ,I may be spoiled by another local Fro Yo chain...But I was not impressed. Have gone twice. It's just not as clean as you want a self-service situation to be. I like the location it was nice to be able to sit in the window on a sunny day and people watch. And they do have some inventive flavors (think ginger lemonade) however the toppings bar pales in comparison to the competition. All and all it has so much potential if they'd just invest a little more in the quality!,2,4,4/26/2012,R7tJWLrePC5FVgRJ33y6rQ,3,109,0
#NAME?,Y4Du3cllZ_gpNjzTvmeZ0Q,Multiple employees making sandwiches and then using the cash register with their gloves on? All of this after they carry the huge hunks of meat from the fridge and back and gleefully slice all that bacteria infested meat and cheese with their hands baptised in dirty money from the register? I mean short of sticking your hand in  your crack and scratching this is the cardinal sin of the food indistry. And it happens on MULTIPLE visits? It's unappetising. It's unsanitary. It's disgusting. oh and one more thing EPIC EPIC EPIC FAIL,1,14,9/04/2009,Y4Du3cllZ_gpNjzTvmeZ0Q,206,562,0
#NAME?,2p35UrsLuMspndW5lZjJgQ,Pretty good prices and pretty good selections on most items for your home.   Area is an shopping outdoor mall.. Very busy and hard to find parking on the weekends.,5,5,1/25/2010,2p35UrsLuMspndW5lZjJgQ,57,436,0
#NAME?,MrjWsyI5wLyhXsIUbmzt8w,Bad. I had to take my car to get fixed and my new puppy needed food so I called clean air cab to take me to pet co. I was quoted 25 minutes maximum and 30 minutes later I called back to see where my can was because it hadn't arrived nor did I get a call with an ETA. The person I spoke with said they would have the driver contact me. I called back again because I hadn't recieved a call. The girl on the phone told me the driver tried to call and since I didn't answer he left. I had no missed calls and when I asked them to verify my number to see if my contact information was correct it was all right. Hmm? So I asked another cab to be sent out and got quoted another 30 minutes. This is not the first time this has happened either. I only use clean air because they're cheap but if you need t,1,1,4/27/2012,MrjWsyI5wLyhXsIUbmzt8w,0,12,0
#NAME?,Egu4qSFR56EhGuTHZTaVjA,If before today someone told me I'd gladly scoop up forkfuls of red onion pepper lime and cilantro and wrap it in a lettuce leaf garnish to greedily devour I most likely would not have agreed.  But I would have been wrong. Mucho Gusto indeed.  I enjoyed a delicious lunch here with more than enough food left over for another meal for $15 (including tip).  Our total bill of about $35 included meals for three people and two appetizers to share.  Seemed like a really good deal to me. Beyond the fact that I didn't feel ripped off the food was mmmmmmm-mmm!  I sometimes get concerned when my expectations get hyped up but this [hidden thank god they have large signs] gem lived up to my expectations.  As soon as I flipped open the menu I saw the statement about 'all of our beef is from Omaha ,4,1,10/01/2009,Egu4qSFR56EhGuTHZTaVjA,133,725,0
#NAME?,ckcOyhMs_nJk9y6e6C5HZA,A zoo is a zoo much the same way that a playground is a playground. Some have really cool animals some don't some have fun attractions some don't... The Minnesota Zoo is a really great zoo but it's just not the BEST zoo. I love the fact that it is educational! I love the fact that it has a variety of animals! I love the fact that there's enough to see to make an entire day out of being here! But that's where my love for this zoo ends. They spend more time focusing on endangered species and eco-friendly matters that they drain a lot of fun out of it. I don't want to be depressed by the fact that there are only so many of such-and-such species and they only live in captivity now. I wanna see the animal learn something about it and enjoy it's presence. Next could this place be anymore,3,0,5/04/2011,ckcOyhMs_nJk9y6e6C5HZA,51,366,0
#NAME?,7dwh3pL2tbSeSvL0qLzUrw,The Riv (is less than) The Vic (is less than) The Aragon Ballroom Just saw Dinosaur Jr. here and I was very impressed with the whole set-up.  You can get nice and close to the stage and the sound system is superb. There isn't a bad seat in the house and the whole operation is great.,4,1,10/15/2009,7dwh3pL2tbSeSvL0qLzUrw,24,461,1
#NAME?,PbjMcOBmaucv9KuJZRjFNw,"The location of this hotel is great. It's within walking distance of the Fisherman's Wharf and many restaurants. I arrived at the hotel early and was allowed to check-in at 8 a.m. The staff was very polite. When I needed assistance it was easy to get help from the staff with no wait. Both the room and the bathroom were very spacious. The bed was very comfortable. Rooms were in pristine condition. Knuckles the on-site restaurant was very reasonably priced and had great food. The only thing keeping my from giving this hotel a 5-star rating is that it lacks the Wow factor.""""",4,0,9/05/2011,PbjMcOBmaucv9KuJZRjFNw,0,9,0
#NAME?,kUZ128Ym3gDfLrONMPF0tg,I'm a person that loves food and I find that me and my partner eat dinner out often.  We try to explore and try  new restaurants and we usually keep a new one reserved for a special event during the year.  Well it was birthday time and we had  a list of places that we wanted to check out.  During the conversation we discovered neither of us had ever eaten at Plaza III never.  We are both natives with a few years away from the city here and there but natives that had never eaten at a local restaurant with much history and longevity on its side.  We picked Plaza III. It seems like there are two schools of steak dinner pricing.  Terribly cheap or terribly expensive.  P3 falls into the expensive side which I find well worth the money if it means my ass doesn't have to sit in a seat at Apple,4,5,2/01/2012,kUZ128Ym3gDfLrONMPF0tg,26,209,0
#NAME?,odq8SUSIT8narMOKlZrg6Q,This is a review of the farm stand at Cote's Farm.  The corn is only available for a few weeks but it's the best.  The cucumbers and tomatoes are good too but for me it's all about the corn.  If you want some go soon because for 2012 it will probably be all gone by Sept 9.,5,1,9/03/2012,odq8SUSIT8narMOKlZrg6Q,432,926,0
#NAME?,vazTanfeJwjbokWZrGpNzg,Like walking back in time to your old neighborhood market 20 years ago. And that's how long it's been since this place had a face lift - it's run down and more than a little shabby. But everyone agrees they have the best meat in town. A decent wine selection too. They also do dinner to go with a really decent fried chicken. Aisles are a little narrow and I couldn't image doing all my shopping here. But I go for meat and stop by when I only need a few things.,3,0,12/02/2010,vazTanfeJwjbokWZrGpNzg,124,457,0
#NAME?,USZx-55MA2-lG2hBu6PWJA,What an amazing site. It was so much fun walking over the bridge from one end to the other. The view was just awesome this bridge has a great history behind it. I would suggest not renting a bike but instead taking a walk over the bridge.One just cannot take eyes off the view which the bridge offers. One should definately visit during sunrise/sunset and night because the views are just amazing during these times.,5,4,9/19/2011,USZx-55MA2-lG2hBu6PWJA,29,559,1
#NAME?,zKB3C4FXE-USZcUFcI5VRg,Was looking for a place to grab a later dinner and listen to some music with a visiting work colleague.  Read a different recommendation online from a local entertainment guide. We were not disappointed though certainly surprised by the outward appearence.  We drove by it once not realizing that was the place.  I don't get to this part of town much. Outside looks like a 'locals only' biker bar.  Inside there was a guy playing jazz/blues/rock instrumentals on accoustic guitar.  Cardstock menu at the table looked like a burgers/beer kinda' place until I read the menu all the way through and our waiter recited about 4 specials.  Good range from simple to more complex (I'm not a foodie apologize for untechnical terms) despite the limited number of choices.  Looks like the specials chang,4,0,7/15/2011,zKB3C4FXE-USZcUFcI5VRg,46,226,1
#NAME?,fxeRdFmgY6tbTyidpcdFLw,I met with the International Supper club at Gokul. The restaurant is 100% vegetarian. We all got the buffet. I really liked the batter fried potatoes the naan and the vegetable korma. I didn't miss the meat at all. The food was really good. now why only 3 stars not 4. i would of like a tea or soda to drink but after we all sat down the counter guy never said a word that i noticed. they were very good about filling water glasses and clearing plates. even when we all paid the man behind the counter wasn't that attentive. they did have a large projection screen playing the cards game. overall i would go back when i am craving the korma and naan.,3,1,10/13/2011,fxeRdFmgY6tbTyidpcdFLw,51,261,0
#NAME?,PgHPDiKzK-qjI0iHlfT2lA,This restaurant was the pits! The service was slow they got our order wrong didn't refill drinks... Then they said they would bring us bread and didn't - even though all the tables around us were getting it! I wouldn't recommend this place to anyone! One upside is the free parking and reservation we had so we didn't have to wait for a table.,1,2,9/24/2010,PgHPDiKzK-qjI0iHlfT2lA,2,13,0
#NAME?,JnPIjvC0cmooNDfsa9BmXg,This Safeway isn't as bad as the overall rating of two stars makes it out to be. A grocery store that's open until midnight for those of us who like to stroll over at 11:40pm on a Friday and buy the week's goods is a godsend. Two negatives: One I take umbrage with the fact that they are LITERALLY always out of Pirate's Booty. Whoever distributes PB in San Francisco needs to shape up because the display case is always empty and not because I've just Supermarket Sweep-ed™ the shelf. And two the layout of this store lacks logic. Safeway needs to hire a better store planner or merchandiser because nothing is where you would typically expect it to be in a normal grocery store. I spent 10 minutes searching for butter arguably one of the most commonly purchased items. All of the dairy here is,3,4,10/07/2011,JnPIjvC0cmooNDfsa9BmXg,172,973,0
